id,rfm_r,rfm_f,rfm_m
6035,29748,1,27990.0
6036,30108,2,6560.0
6037,31477,1,39990.0
6038,33781,1,4990.0
6039,13956,4,16686.0
6041,32173,2,27960.0
6043,31189,4,14490.0
6044,30229,5,65445.0
6045,25596,2,20155.0
6047,28188,1,4990.0
6050,30613,2,44980.0
6051,31117,2,5980.0
6052,29580,1,1990.0
6054,14004,59,2075693.0
6055,24372,10,108334.0
6056,25404,4,16008.0
6058,29316,3,136539.0
6059,34093,1,11990.0
6060,36757,4,13267.0
6061,28164,2,72480.0
6062,4476,7,122172.91
6064,31429,1,3990.0
6065,32749,5,386876.0
6067,28884,2,21360.0
6068,30565,3,57210.0
6069,15492,5,49097.0
6071,28716,2,2982.8
6079,30084,3,225932.0
6080,26940,1,41390.0
6082,3375,7,177828.0
6085,27516,1,9990.0
6087,25812,4,80167.33
6088,24204,10,452960.0
6092,31621,37,2696938.0
6094,30301,10,253558.0
6095,19480,7,106908.0
6096,27228,1,999.0
6098,31021,3,59950.0
6101,14556,8,320887.0
6102,28740,1,3990.0
6105,30108,11,347650.0
6108,27972,1,18990.0
6110,32437,5,18062.0
6111,30709,1,13491.0
6112,29148,4,37960.0
6113,26556,3,21380.0
6114,44845,1,7790.0
6115,24156,11,2090621.0
6116,31141,1,5990.0
6117,32845,1,3192.0
6118,31501,1,73431.0
6119,24948,2,1589.0
6120,27972,1,4990.0
6121,31957,3,143910.0
6123,29580,1,18990.0
6124,29460,10,169440.0
6125,45421,3,37110.0
6128,29700,1,49990.0
6130,31621,1,18631.0
6131,17628,16,188350.1
6134,31237,3,45550.0
6135,31909,3,89910.0
6136,26316,8,145910.0
6137,33277,2,26280.0
6138,27084,1,29990.0
6139,31069,2,9780.0
6140,756,54,383628.0
6142,15012,3,18550.0
6143,34189,2,27360.0
6144,996,21,263954.48
6145,29940,1,19990.0
6147,16836,4,309773.9
6150,31957,7,255710.0
6152,28668,1,4590.0
6153,30757,3,174810.0
6155,25788,2,5580.0
6157,29004,2,53960.0
6158,981,14,180998.0
6159,28620,5,16680.0
6161,30060,9,226140.5
6162,33493,1,199.0
6164,27660,1,28990.0
6165,25812,3,17451.0
6168,29508,1,10392.0
6169,25524,4,149168.0
6170,28308,1,8990.0
6171,28068,2,53960.0
6172,23652,5,66850.0
6173,30397,5,63358.0
6175,28908,8,45283.0
6178,314,5,201169.0
6179,30877,1,4990.0
6180,29508,1,27990.0
6181,31501,1,18990.0
6182,13072,4,23540.0
6185,32845,3,152350.0
6188,21444,14,1104831.65
6189,27228,9,114395.0
6190,31765,2,31960.0
6194,31381,1,6990.0
6195,15732,7,91114.0
6197,25764,11,110060.5
6199,36013,1,11490.0
6200,60,84,1760317.83
6201,26796,4,44940.0
6202,21156,7,87135.0
6204,27444,1,17990.0
6205,29556,2,45980.0
6206,28884,3,80910.0
6207,31933,1,27990.0
6208,31093,1,4990.0
6209,28284,1,799.0
6210,33853,2,14560.0
6212,28980,11,246430.0
6213,34573,1,24990.0
6216,4068,7,41347.0
6217,29748,8,177432.0
6219,27972,1,21990.0
6221,27996,4,103520.0
6222,25260,5,61156.0
6227,32869,4,219840.0
6229,29148,3,23759.0
6230,29076,7,171453.4
6232,30277,3,100150.0
6233,31453,11,122702.0
6239,29172,4,69100.0
6240,18060,19,515904.1
6241,29772,6,101520.0
6242,25524,27,1640973.2
6243,27756,1,27990.0
6244,41245,1,3990.0
6245,30805,2,42360.0
6246,30036,2,24730.0
6251,2460,22,81145.75
6252,32461,4,68240.0
6257,32581,5,212530.0
6259,29604,1,3990.0
6260,31141,2,33980.0
6261,28092,6,179880.0
6262,13332,8,1984194.0
6263,22404,3,47570.0
6265,26796,5,282930.0
6266,30277,2,20160.0
6268,31549,2,1531.0
6269,22366,7,33500.0
6271,30325,8,135760.0
6275,31069,1,11990.0
6277,28500,1,6990.0
6278,34021,1,4590.0
6280,28692,10,228980.0
6282,26868,3,87950.0
6283,30445,2,15960.0
6284,28404,2,41960.0
6286,34573,9,211277.95
6287,27060,2,19760.0
6289,31045,2,10089.0
6290,9180,3,25329.2
6291,30829,5,150866.0
6294,19116,9,106680.0
6295,30781,1,2990.0
6296,24948,7,212544.32
6299,30229,1,18990.0
6300,32125,1,7990.0
6303,33565,4,33702.2
6304,15204,28,563694.4
6308,29148,49,1036011.2
6309,28428,3,223150.0
6310,34237,12,1722244.0
6315,29748,6,341840.0
6317,25044,4,16240.0
6318,30325,2,8380.0
6320,29676,1,7995.0
6323,21396,6,201550.1
6324,23558,19,294474.0
6325,29484,1,29990.0
6326,25332,34,756260.05
6327,43045,1,4890.0
6332,37693,2,33960.0
6333,30349,1,4990.0
6335,32485,3,127137.0
6337,31261,37,1354168.4
6338,27228,2,84980.0
6339,26772,5,248870.0
6340,43525,7,20391.0
6341,33949,1,15990.0
6344,28716,16,786540.0
6346,29268,1,3490.0
6348,23868,8,121298.0
6349,26868,8,237633.5
6350,2273,3,112959.0
6353,19343,4,9481.0
6355,33061,13,121953.0
6356,30349,6,121520.0
6357,31357,4,55440.0
6358,27780,1,1592.0
6359,29628,1,4990.0
6360,28956,3,56010.0
6363,32245,1,2190.0
6364,22980,5,124643.0
6365,31501,1,2190.0
6366,30036,1,12990.0
6367,31789,2,7560.0
6368,30469,3,188910.0
6371,27804,3,24728.0
6372,25140,71,6042956.42
6373,30060,1,12990.0
6374,26988,1,9790.0
6375,5330,6,41578.1
6376,28140,4,35520.0
6377,22790,4,12454.0
6379,26676,2,11380.0
6382,27060,4,505796.0
6386,31285,3,47910.0
6387,25020,2,5945.0
6388,32341,7,109077.0
6389,31885,1,32990.0
6390,34357,5,93966.0
6395,31717,1,63519.0
6396,34861,1,19990.0
6398,32437,1,4990.0
6399,34021,1,3790.0
6400,35725,6,1232496.0
6401,27468,2,44980.0
6402,27516,4,35340.0
6403,30469,17,1550510.0
6406,36397,7,51976.0
6409,33181,1,3290.0
6410,27132,15,429900.0
6411,30397,4,55960.0
6413,20220,5,4270.5
6414,31861,3,83950.0
6415,27348,2,9960.0
6416,25980,3,177750.0
6420,28164,1,7990.0
6421,26964,1,8490.0
6422,28980,1,2990.0
6423,29868,3,32950.0
6425,12468,7,134450.0
6426,25452,4,99900.0
6427,3325,1,1399.0
6429,27036,2,6378.0
6430,30012,1,2490.0
6431,25764,4,12949.0
6432,996,76,2490440.2
6434,13452,4,120852.0
6436,29460,3,244167.0
6438,2292,3,41725.0
6439,5292,17,153831.0
6441,44005,1,17990.0
6443,32485,3,61410.0
6445,25980,2,15280.0
6446,2412,24,850175.32
6447,29316,14,858348.0
6448,37549,1,2790.0
6450,13740,3,56600.0
6451,42877,3,7764.0
6453,28740,1,16990.0
6455,29556,1,18990.0
6456,30277,9,95847.0
6458,35101,7,168570.3
6460,6023,3,58568.0
6461,34837,2,21960.0
6462,29796,13,138888.0
6463,33781,3,27550.0
6464,27372,2,41560.0
6467,18372,38,1251060.5
6468,25356,2,50368.1
6469,27012,18,694172.8
6470,28500,1,8990.0
6471,11292,33,858677.5
6472,15372,2,63981.0
6474,33205,4,287951.36
6475,32485,1,19990.0
6476,29820,1,1090.0
6477,5940,4,13183.0
6478,36205,1,25990.0
6479,25740,4,10061.0
6481,28572,1,4290.0
6482,31429,6,123360.0
6483,28596,2,49101.29
6484,32029,2,22560.0
6485,19716,14,305849.0
6487,28164,1,45990.0
6489,27468,1,4290.0
6493,34597,1,1990.0
6495,28908,1,31990.0
6496,3300,7,13001.0
6498,29244,6,18479.0
6501,13932,2,65980.0
6502,28476,1,7990.0
6503,14580,5,107990.0
6504,33373,5,24235.0
6506,30637,2,15160.0
6507,756,6,194538.0
6508,13841,5,47870.05
6509,32437,2,16980.0
6510,540,24,92584.54
6512,3002,9,97099.0
6514,15660,6,143372.5
6515,28500,2,67960.0
6516,31453,9,340890.0
6517,28308,1,20990.0
6518,948,16,110726.5
6520,33133,1,11990.0
6521,34717,2,32980.0
6522,31141,1,15990.0
6523,30709,1,7990.0
6526,28884,2,6980.0
6527,44749,1,3990.0
6528,27204,1,4990.0
6529,26124,4,87270.1
6530,3137,2,6350.0
6531,29964,6,60064.0
6532,17868,7,62952.0
6533,33661,2,17960.0
6536,21132,6,36810.0
6538,43429,3,555024.0
6540,2713,12,124457.0
6542,30157,6,182640.0
6543,31285,2,39160.0
6544,29292,1,10990.0
6547,32245,1,37990.0
6548,35773,5,968789.0
6549,32845,1,1990.0
6550,29292,1,699.0
6552,27156,1,39990.0
6553,32485,5,114070.0
6554,27684,1,22990.0
6557,32389,2,25960.0
6558,27996,1,7990.0
6559,21804,11,122112.7
6561,34669,1,6490.0
6565,26244,3,6560.05
6566,33901,4,93840.0
6567,31693,2,28780.0
6568,27084,3,94558.0
6570,29316,1,4990.0
6571,28668,1,32290.0
6572,31597,1,17990.0
6573,30397,1,2490.0
6574,24444,6,74385.0
6575,26820,1,5592.0
6578,25788,4,81920.0
6579,27564,1,899.0
6581,28836,3,69510.0
6583,28548,3,231303.0
6585,25884,6,50040.5
6586,28692,3,11364.0
6587,7476,2,10190.0
6588,2902,8,47735.0
6589,30877,3,15864.0
6590,31213,1,6990.0
6591,22116,6,12355.0
6592,30949,2,7960.0
6595,32605,1,60790.0
6599,22428,5,107030.0
6601,26724,2,27980.0
6602,21324,32,55317782.7
6603,31357,1,2290.0
6604,30421,1,1590.0
6605,26796,1,29990.0
6607,29340,8,437760.0
6610,37717,4,106200.0
6611,9324,3,28775.0
6612,31213,8,134689.0
6613,31957,10,573696.5
6614,20901,7,31484.05
6615,27540,1,34990.0
6617,31189,7,365110.0
6619,28860,3,58950.0
6620,1068,13,71476.0
6621,36037,6,186894.0
6622,32125,1,2366.0
6624,30060,2,37244.0
6625,24348,4,39360.0
6629,28980,6,225360.0
6631,5371,5,32659.0
6632,13452,6,388742.5
6633,29676,1,18391.0
6634,30805,10,55776.0
6636,28140,10,176720.0
6637,21324,8,44500.0
6638,26940,1,27293.0
6639,28932,3,67410.0
6640,35077,2,24960.0
6642,26004,8,329500.0
6644,32917,1,17090.5
6645,20052,29,480397.0
6646,26628,6,237470.0
6647,24204,8,218360.0
6648,33877,1,16990.0
6649,27900,2,9180.0
6653,27492,8,245680.0
6654,26820,3,65950.0
6655,32845,3,83950.0
6656,30661,1,14990.0
6657,30253,1,19990.0
6658,33613,8,497832.0
6659,26964,1,11011.62
6660,24180,6,31050.1
6662,34813,1,19990.0
6663,33109,3,62910.0
6664,28692,2,61960.0
6665,29364,3,8991.0
6666,32437,2,15560.0
6667,29796,3,78499.0
6668,31237,8,159060.0
6670,33541,7,285430.0
6672,29316,1,19990.0
6674,23836,3,49550.0
6675,27300,2,17560.0
6676,38845,2,10560.0
6677,11412,9,51963.0
6682,29268,9,339278.0
6683,33997,2,28960.0
6687,21132,12,86770.0
6689,31645,2,22880.0
6690,44893,4,6304.0
6691,26580,7,275562.0
6693,29316,1,17990.0
6694,20449,5,64300.0
6695,26892,2,33876.0
6698,24036,7,41960.4
6703,19164,6,296860.0
6704,34741,5,133112.0
6705,32581,3,184550.0
6706,30349,7,125670.0
6708,28740,1,25990.0
6709,33925,1,5990.0
6711,16764,3,82150.0
6712,29892,7,226723.0
6713,29436,11,189934.0
6714,30157,15,760344.0
6715,28452,1,4790.0
6716,26988,8,274620.0
6717,35197,1,9990.0
6720,28716,2,8438.0
6723,35053,11,646510.0
6726,30829,8,198800.0
6728,27708,5,83950.0
6729,22236,5,34252.0
6730,26388,6,204809.1
6731,31021,2,19960.0
6732,34357,3,15087.0
6734,26196,3,24070.0
6735,33541,3,52710.0
6736,25596,8,136511.0
6737,27252,1,2990.0
6739,30685,2,15560.0
6740,49861,1,3990.0
6743,34909,2,23160.0
6744,30181,1,12990.0
6745,6592,2,27286.0
6746,31549,6,33680.0
6747,27972,1,3890.0
6748,27396,2,53560.0
6750,23532,5,76430.0
6753,29028,9,332298.8
6754,44053,2,24760.0
6755,32941,1,15990.0
6756,27204,1,17990.0
6763,30565,2,17980.0
6764,3660,23,40240.0
6767,30685,2,27360.0
6768,29604,2,75960.0
6770,31837,2,29980.0
6771,30277,5,100722.0
6772,31405,1,44990.0
6773,23820,6,49507.0
6774,31693,1,6990.0
6776,20748,8,175329.5
6777,25044,5,14748.05
6779,29028,4,106300.0
6781,34669,3,55950.0
6782,31357,2,31160.0
6783,31405,6,123300.0
6786,28788,1,7490.0
6787,1620,20,211891.5
6788,29940,6,49870.0
6790,43141,1,2990.0
6792,32101,1,6990.0
6793,36445,2,29480.0
6796,27396,3,48747.0
6797,29868,1,27990.0
6798,33901,1,4990.0
6800,27348,1,10990.0
6801,28836,2,107960.0
6802,41485,15,204120.0
6803,20772,7,137262.0
6807,27468,12,247224.0
6808,1284,8,55506.0
6809,30349,2,37580.0
6811,29772,1,1990.0
6815,27012,4,165500.0
6816,28812,1,7990.0
6817,24924,41,2095412.2
6819,27924,7,1143255.4
6820,28188,9,196210.0
6827,25332,17,572870.0
6828,5154,4,37969.0
6829,30205,1,9990.0
6830,35053,1,16490.0
6831,29820,1,29990.0
6832,34837,1,1990.0
6834,2628,14,13773.0
6836,30012,4,79370.6
6837,25044,6,41828.1
6838,24708,10,176549.49
6839,31477,12,815980.0
6840,28188,2,27980.0
6841,28812,1,52790.0
6842,9324,30,2171022.0
6843,30301,1,10990.0
6844,29148,1,1990.0
6845,35629,3,55710.0
6846,31525,3,32950.0
6848,11244,3,29268.0
6850,26820,1,4590.0
6851,29964,1,25751.0
6852,34717,1,19791.0
6853,21420,11,176316.0
6854,27828,1,45990.0
6856,30997,1,4990.0
6859,29316,2,80580.0
6863,32677,2,22980.0
6864,45229,2,37560.0
6865,31045,4,229440.0
6866,26172,2,53161.0
6869,29100,4,13148.0
6871,108,17,308958.0
6872,29076,7,525430.0
6873,31765,9,524486.0
6874,31117,1,29990.0
6875,29004,4,80581.0
6876,26940,4,7464.0
6877,29676,2,47160.0
6880,31669,2,72760.0
6881,31045,3,59910.0
6882,29820,1,31441.5
6883,18683,3,39550.0
6884,34429,1,16990.0
6886,12639,2,15580.0
6887,24180,9,801869.4
6888,468,12,180140.0
6889,30229,2,264408.0
6890,39853,1,1790.0
6891,33613,3,98040.0
6892,26820,9,1443450.0
6896,28956,7,174050.0
6899,29628,1,18990.0
6900,26868,1,5990.0
6901,1836,6,45170.0
6902,2377,2,3689.0
6903,25404,3,14990.1
6904,5532,19,247919.0
6905,34549,1,29990.0
6906,33469,2,10778.0
6908,14508,12,209111.0
6910,9156,9,113660.0
6911,29772,2,4898.0
6913,28956,2,94801.0
6915,34141,1,899.0
6917,29340,1,15990.0
6918,20508,17,162684.1
6922,29964,7,645610.0
6925,29508,1,27990.0
6926,29340,3,87558.0
6928,32029,1,10959.0
6930,31117,2,33960.0
6931,32677,1,16990.0
6934,9156,16,1514025.8
6935,3325,10,8424.2
6936,9135,10,108710.0
6937,28404,4,117338.0
6938,3108,5,24365.0
6940,29844,2,119960.0
6941,15644,23,173017.6
6942,26340,2,24580.0
6943,27060,1,19990.0
6944,31381,2,43960.0
6945,32677,3,24970.0
6946,21204,3,52398.0
6947,22860,6,712580.0
6949,2364,38,439390.4
6950,17076,8,53100.0
6952,27972,1,15990.0
6953,29700,6,12855.0
6954,34045,2,30960.0
6955,30349,2,51560.0
6956,26652,5,14627.05
6958,24249,8,33656.0
6959,18950,3,37930.0
6960,25476,2,1098.0
6962,32365,3,26970.0
6965,32317,2,44622.0
6967,28188,1,11990.0
6971,11868,6,8281.0
6972,22116,3,14307.0
6975,33949,1,29990.0
6977,50101,1,6990.0
6981,31837,1,104701.0
6983,27924,2,189200.0
6984,31717,7,53005.0
6985,34501,14,267237.2
6987,26124,5,71540.1
6990,34333,1,13990.0
6993,33421,7,123753.0
6994,32965,1,41990.0
6995,23748,2,196300.0
6997,28332,2,45960.0
6998,26700,12,6728520.0
6999,31261,3,51810.0
7000,35533,21,441851.66
7002,43405,1,9790.0
7003,34285,9,65277.0
7004,31669,2,25960.0
7005,28332,2,69614.0
7008,28740,7,36372.0
7009,41293,1,26990.0
7012,26964,7,81330.0
7014,30253,1,1990.0
7015,29556,1,19990.0
7016,30997,2,39960.0
7017,30469,3,10914.0
7018,28044,1,7990.0
7020,22980,12,434920.0
7023,29556,2,335960.0
7025,25548,2,7580.0
7026,27948,2,7080.0
7028,26892,1,19990.0
7029,29604,4,31840.0
7030,28764,2,39980.0
7031,19692,6,71520.0
7032,27780,2,23970.0
7033,23988,6,13956.0
7034,20460,3,275579.6
7035,23796,20,928490.0
7036,32197,5,61090.0
7037,26652,13,361010.0
7038,34237,8,312763.0
7042,30493,2,27960.0
7044,29628,1,28190.6
7046,29772,14,314249.5
7048,34501,2,19160.0
7052,19092,4,29960.0
7053,31621,5,141574.0
7054,34117,1,5592.0
7056,21210,9,263970.0
7057,24036,4,32001.0
7059,33805,1,17990.0
7060,26700,9,45957.58
7061,29340,5,122870.0
7062,30637,19,776634.0
7063,33853,2,45960.0
7065,34237,2,79960.0
7066,29604,3,52552.0
7067,25500,4,64260.0
7068,29988,2,56760.0
7070,34045,1,10990.0
7071,28644,1,1592.0
7074,38629,1,3990.0
7075,26604,1,35992.0
7078,26868,2,31960.0
7079,33157,1,29990.0
7080,29364,1,2090.0
7082,27012,1,19990.0
7083,27012,3,7164.0
7084,29676,6,249262.0
7085,29268,16,398660.0
7087,13363,4,16861.0
7088,2754,4,106543.0
7089,32581,2,89960.0
7092,32845,2,57960.0
7094,31285,1,3990.0
7095,27324,1,18392.0
7098,2292,15,42881.5
7099,26868,1,24990.0
7100,25164,2,4580.0
7103,17772,19,579160.1
7104,28956,3,18870.0
7106,2604,54,159818.0
7107,8268,19,604831.0
7108,29772,3,119910.0
7109,28908,4,141390.0
7110,44269,1,3590.0
7113,16308,4,38762.0
7114,33301,3,91710.0
7115,33205,2,49960.0
7116,28236,1,19990.0
7117,30637,3,48550.0
7119,27228,24,777600.0
7122,31381,1,12990.0
7123,34501,23,656753.0
7125,33757,4,28900.0
7126,32197,2,6480.0
7127,324,6,52781.0
7128,572,5,104404.0
7130,29436,3,103961.5
7131,25188,4,44510.0
7132,35029,4,127840.0
7133,1717,3,11584.0
7135,28500,2,62076.0
7136,29844,1,16990.0
7137,2708,12,366509.0
7138,24348,11,395070.0
7139,31597,5,109750.0
7141,29340,2,596.0
7144,26004,10,237069.0
7145,830,1,9999.0
7146,18468,9,1054173.5
7147,27900,2,45960.0
7148,1836,26,1005146.7
7150,30517,4,165440.0
7153,29964,2,23582.5
7154,26988,2,14139.0
7155,32581,2,4385.6
7156,1260,6,38175.0
7158,30589,2,57960.0
7159,4548,17,265978.0
7162,11196,8,228847.0
7163,27348,1,3192.0
7164,27972,1,8990.0
7166,26820,2,10280.0
7167,21492,7,193410.0
7168,30277,1,3990.0
7169,32821,4,49000.0
7171,30589,3,29150.0
7172,35581,1,11990.0
7173,36109,1,1990.0
7174,30805,1,699.0
7175,33421,2,69960.0
7176,31933,9,457610.0
7177,25164,6,96240.0
7179,43045,1,18990.0
7180,31501,1,22990.0
7181,33301,7,175594.0
7182,34765,2,40382.0
7183,18564,19,239353.2
7184,636,8,11613.6
7186,27348,1,4490.0
7187,26940,4,211452.0
7189,27780,1,699.0
7190,111,7,265060.0
7191,28308,5,50024.0
7194,29652,1,17990.0
7195,26916,1,19990.0
7197,31237,4,83300.0
7198,41509,2,20360.0
7200,39781,8,30571.2
7202,27084,1,2290.0
7203,27372,1,8990.0
7204,28116,2,10978.0
7205,30829,1,24990.0
7207,31885,1,17990.0
7211,26004,14,302465.36
7212,32509,3,48837.0
7217,28764,3,40698.0
7219,33733,4,48920.0
7220,31885,2,29980.0
7221,27492,13,224872.14
7222,35581,28,889719.69
7223,25260,2,13580.0
7224,29244,6,147240.0
7226,33493,2,55560.0
7227,28524,1,5990.0
7228,30012,1,9790.0
7234,5332,3,41830.0
7236,29892,1,34990.0
7237,39133,9,56538.0
7238,32797,9,492390.0
7239,23637,12,634189.0
7240,27660,3,27640.0
7242,30036,12,273216.0
7243,34549,1,32990.0
7247,29604,2,14080.0
7248,31861,7,712026.0
7249,41389,1,14392.0
7250,27924,2,23960.0
7251,7092,4,12149.0
7252,30060,2,10080.0
7254,32893,7,233359.0
7259,29652,1,17990.0
7261,16068,2,7389.0
7262,4686,3,23978.0
7263,31021,2,25560.0
7264,30709,1,3890.0
7266,35077,2,13580.0
7269,26580,10,406040.0
7271,34429,3,231990.0
7273,6844,6,57930.0
7274,34933,2,31360.0
7275,1032,8,17571.0
7276,38869,1,699.0
7277,31237,9,503033.0
7279,35125,4,43120.0
7281,33493,8,927820.0
7283,34405,2,18560.0
7284,31189,3,92910.0
7285,612,3,5387.0
7286,26340,10,337070.0
7287,23901,14,1491896.0
7288,3276,13,39125.0
7290,30853,1,4990.0
7294,2796,4,103338.7
7295,30036,1,1290.0
7296,27468,15,640415.9
7297,20580,8,160150.0
7299,33277,5,32781.8
7301,32437,4,87320.0
7302,28428,8,95488.0
7303,45469,2,15960.0
7304,31501,1,2793.0
7305,29316,1,5590.0
7306,28284,1,8990.0
7307,33853,1,29990.0
7309,28692,7,180190.0
7312,4614,2,17989.0
7313,44725,1,699.0
7316,31333,4,77840.0
7317,376,13,27561.8
7319,30877,3,101910.0
7321,8736,16,778179.0
7324,21948,18,244584.1
7325,28500,3,29910.0
7328,27876,8,250001.2
7330,32797,4,155040.0
7331,20716,5,57110.0
7332,36853,32,550026.75
7333,13572,3,51950.0
7334,30493,5,63930.0
7337,41509,1,4990.0
7338,29508,5,225714.0
7342,31669,1,29990.0
7343,25644,3,9872.0
7344,11964,102,1901667.58
7347,34765,2,62980.0
7348,25644,5,54030.5
7349,32197,6,11844.0
7350,31213,1,9990.0
7351,33997,2,34960.0
7352,26340,14,6708860.1
7354,29124,3,32970.0
7359,28332,20,650000.0
7360,28980,35,1762068.0
7362,29628,1,3490.0
7363,27540,2,1396.0
7364,30757,1,16990.0
7365,28548,1,9590.0
7367,22308,5,20059.0
7368,1620,21,274502.63
7369,31165,2,20160.0
7371,20724,21,869396.18
7372,28068,4,49763.0
7373,27492,1,25590.0
7375,32509,3,176499.0
7376,32581,3,9247.0
7377,27588,5,48217.0
7379,2988,5,60444.0
7382,29868,9,304472.0
7383,28812,2,14960.0
7384,31957,7,240230.0
7386,29556,1,1990.0
7387,35773,1,29990.0
7388,34645,1,19990.0
7391,2727,6,75927.0
7392,28956,10,415880.0
7394,30853,2,254186.0
7395,20868,6,26240.0
7396,29316,2,39978.0
7398,32677,2,4780.0
7400,30325,1,19990.0
7401,35365,2,19160.0
7403,28356,2,83960.0
7404,28116,1,4990.0
7406,29556,13,371630.0
7408,60,76,5929543.5
7409,29532,10,189000.0
7414,31693,1,18990.0
7415,24276,20,457839.0
7416,21547,4,80942.0
7417,25644,17,352779.0
7419,27996,1,85990.0
7420,29172,2,17160.0
7421,45493,2,3378.0
7422,30108,1,3590.0
7423,28668,9,724463.55
7424,34909,1,2590.0
7425,25260,2,19580.0
7426,31165,1,18990.0
7427,33205,1,3790.0
7433,828,142,5206504.16
7434,33949,10,1793620.0
7435,3804,22,37855.1
7436,14292,7,24503.05
7439,30973,2,35960.0
7441,31333,1,14990.0
7442,30493,1,4990.0
7443,30829,1,990.0
7445,30277,2,27980.0
7446,4596,4,101008.0
7447,30205,8,171720.0
7448,34405,2,13560.0
7449,20772,13,87832.1
7450,29244,1,14990.0
7451,33373,1,4990.0
7452,27420,14,527219.73
7453,2100,25,523507.5
7454,21732,12,243600.0
7455,21348,7,533838.8
7456,31453,8,616000.0
7458,30253,4,61520.0
7459,19236,7,276339.0
7460,30060,2,24580.0
7461,29484,1,10990.0
7463,28548,8,475168.0
7464,30084,1,2460.5
7465,16092,4,56692.0
7466,27684,4,163440.0
7467,32773,1,7790.0
7468,28164,1,3490.0
7469,23604,19,603311.0
7471,31885,1,25990.0
7473,14508,15,34621.8
7476,29292,4,74874.88
7477,38413,3,317840.0
7478,14172,2,18380.0
7479,28644,1,27990.0
7480,29268,1,2590.0
7481,28956,1,4990.0
7482,26892,1,7490.0
7484,29076,2,55960.0
7486,21060,13,557950.0
7487,1644,3,12038.0
7488,1215,2,29989.0
7491,30229,2,14360.0
7492,24444,11,295651.0
7494,22236,2,3990.0
7496,10404,6,83498.0
7499,35005,7,178724.8
7500,27828,3,37221.0
7503,25884,36,1006889.1
7506,27900,1,2990.0
7507,28380,1,19390.0
7508,29484,11,441310.0
7509,34357,7,187011.0
7512,35653,11,574504.4
7513,34405,25,2642881.1
7514,22620,8,247580.0
7515,22956,3,20872.0
7517,30565,1,21990.0
7518,28596,1,34990.0
7519,27372,11,1088253.7
7521,34117,9,39528.0
7522,31765,12,243600.0
7524,7500,23,1151656.05
7525,45517,2,55560.0
7526,30877,1,13492.5
7527,32485,3,29150.0
7529,28644,1,10639.0
7531,26940,1,19990.0
7532,32725,1,27591.0
7533,31093,4,125040.0
7534,26100,2,11580.0
7536,41701,1,34090.0
7537,32509,1,19990.0
7539,5268,10,100391.0
7541,3228,7,38458.05
7542,23748,5,213190.0
7545,27132,1,5990.0
7549,31717,4,113340.0
7552,24828,6,129700.0
7553,28884,1,10990.0
7555,24900,2,22980.0
7557,31165,1,799.0
7559,34333,2,51960.0
7560,32365,2,47960.0
7561,35029,5,229030.0
7562,28476,3,49425.0
7563,7020,3,28586.0
7564,27204,4,86240.0
7565,32221,1,6990.0
7568,28356,1,22990.0
7572,13524,19,811569.0
7574,32965,1,29990.0
7575,20220,4,28740.0
7576,25068,4,11917.05
7577,27852,3,7176.0
7578,20436,9,380609.3
7579,26052,5,34330.0
7580,339,55,275013.88
7581,29940,2,33182.0
7582,31525,1,15490.0
7584,804,6,147458.0
7585,27180,1,22990.0
7586,24204,7,114680.0
7587,27780,5,43344.0
7588,24108,4,40925.8
7589,29820,4,147440.0
7591,36133,3,42150.0
7592,93,3,73386.0
7594,27276,1,33990.0
7598,19236,6,83720.0
7599,13167,2,25980.0
7600,2007,5,161605.98
7601,28332,2,65960.0
7602,27132,4,74922.0
7603,26820,5,365230.0
7604,27852,2,24780.0
7605,28932,8,167900.0
7606,31621,1,22990.0
7608,31597,2,26480.0
7611,21564,3,36364.1
7612,31453,4,100701.0
7614,14220,3,36870.0
7617,31837,3,56337.0
7620,28956,1,14990.0
7621,35101,1,2190.0
7625,26796,1,16194.0
7627,33109,10,130432.0
7628,22068,18,1005646.17
7629,26964,2,85960.0
7630,34285,3,49950.0
7631,30325,1,18990.0
7632,5364,10,102020.0
7636,8508,10,139869.0
7637,27516,1,6990.0
7638,33781,1,2990.0
7639,29796,2,7058.0
7644,29292,2,8224.0
7645,29028,4,191840.0
7647,5052,5,57966.0
7648,28092,1,3290.0
7650,29340,4,226900.0
7656,29076,5,116230.0
7657,33781,5,56330.0
7658,38581,3,972120.0
7659,31717,3,53910.0
7660,23532,24,1102671.6
7661,21252,7,871630.0
7663,29412,11,7668058.0
7664,31069,5,79890.0
7665,28044,1,9900.0
7666,44845,1,2093.0
7668,27012,1,17592.0
