id,rfm_r,rfm_f,rfm_m
8210,13247,6,58386.0
8212,22884,7,86014.0
8213,31909,1,32990.0
8214,35389,1,9990.0
8216,29316,8,396018.0
8218,41629,1,8990.0
8219,33301,2,8580.0
8220,30012,1,22813.0
8221,27132,2,30980.0
8222,26268,16,387108.0
8224,30733,1,4990.0
8225,26940,1,20990.0
8227,34261,2,45980.0
8230,28356,4,58460.0
8231,26004,3,47950.0
8232,13452,7,213960.6
8233,31933,1,7990.0
8235,29580,2,29960.0
8237,2392,21,1525422.0
8238,29820,3,12899.2
8239,8343,2,15980.0
8240,33349,4,163876.0
8241,20892,5,30373.2
8242,32125,2,31960.0
8243,26124,4,457650.1
8244,25284,2,15780.0
8245,28956,1,29990.0
8246,31453,1,18990.0
8247,1236,28,1334693.4
8248,24228,12,353398.3
8250,3972,36,173593.0
8251,31237,9,380049.0
8253,27180,1,31992.0
8254,28716,2,44160.0
8255,38389,1,5310.5
8257,27996,20,811521.25
8259,26916,2,29980.0
8260,30829,1,36990.0
8261,27900,1,8990.0
8263,25212,4,81927.0
8265,33349,2,13982.0
8266,27276,1,1990.0
8267,34717,1,699.0
8270,29988,1,58990.0
8271,30829,5,50924.0
8272,31837,3,39950.0
8273,22836,15,1073312.0
8274,20028,17,627462.8
8275,29364,1,17990.0
8276,28404,1,12990.0
8277,30637,1,18990.0
8278,32269,1,1590.0
8280,28140,7,949775.2
8281,30325,1,44.0
8282,636,71,727721.9
8283,23796,4,44670.0
8284,28452,2,109960.0
8285,31333,7,57288.0
8286,23244,7,87520.0
8288,33205,3,57950.0
8290,31309,1,9990.0
8291,2436,17,108967.68
8294,32629,1,16990.0
8296,30685,1,3990.0
8298,20148,4,38260.0
8301,36709,1,7990.0
8304,31549,2,27960.0
8305,29844,2,80964.0
8308,31285,6,229176.0
8309,31333,8,570560.0
8310,29556,2,48602.0
8311,25524,2,48867.0
8312,28812,1,14990.0
8317,924,12,37189.0
8320,28812,1,599.0
8324,26796,1,6590.0
8327,32005,8,144600.0
8329,23460,12,246860.0
8330,28932,1,52790.0
8332,31429,1,24990.0
8334,14220,3,93810.0
8335,28212,1,29990.0
8336,34621,4,49700.0
8339,31189,4,45440.0
8342,33325,6,205236.0
8343,22140,12,86282.0
8344,28260,1,28550.0
8345,32869,3,40750.0
8350,13068,12,693000.1
8352,26268,12,1073141.0
8354,26076,17,1515249.94
8355,29844,12,821740.0
8356,24300,20,1210447.0
8357,29196,1,13990.0
8358,30517,2,4589.0
8359,20796,7,425866.0
8363,28212,2,59980.0
8364,27852,1,1790.0
8366,27684,3,184710.0
8367,30997,2,39160.0
8369,34981,2,12980.0
8370,31549,7,131755.0
8371,29148,1,26991.0
8372,26820,1,1990.0
8373,20652,6,23059.3
8375,29412,1,9990.0
8378,28452,1,2040.0
8379,35053,1,29990.0
8380,32629,6,184100.0
8381,32293,5,169750.0
8382,29388,6,61054.0
8383,4932,11,263195.0
8385,40405,3,89937.0
8386,43573,4,109826.0
8387,2364,31,176082.0
8388,32317,4,13958.0
8392,32821,1,15990.0
8393,18708,5,45554.4
8394,30325,10,722709.08
8395,20892,67,41830040.1
8397,636,116,5716072.53
8398,8988,7,34844.0
8400,29964,2,459456.0
8401,27372,2,24960.0
8402,33349,3,49640.0
8403,44917,3,10314.0
8404,29868,1,13990.0
8407,29244,2,47960.0
8408,28716,1,5995.0
8409,27996,1,1352.0
8410,27468,2,38980.0
8411,30565,1,1390.0
8413,33157,1,25990.0
8414,21252,6,593172.2
8415,27324,1,9990.0
8416,26028,3,154350.0
8417,28860,4,232900.0
8419,30157,4,52520.0
8420,25692,6,122904.0
8421,30637,1,24990.0
8422,32413,9,234290.0
8424,34333,1,4990.0
8425,29604,1,2990.0
8426,21348,5,64230.0
8427,31237,2,37980.0
8428,26580,2,61960.0
8429,3492,3,4477.0
8430,27396,6,68080.0
8431,31885,3,224016.98
8432,33037,6,1209672.0
8435,33373,4,50340.0
8437,16956,10,190410.1
8438,2532,8,25542.0
8439,32389,2,26978.0
8440,28500,2,66960.0
8441,28404,1,123284.0
8443,2292,4,5328.5
8445,27996,5,28240.0
8447,34885,2,7978.0
8450,28956,1,14990.0
8452,21084,14,81290.1
8455,32533,10,327812.0
8456,27324,7,579897.0
8457,28980,1,17990.0
8458,6828,26,196193.0
8459,30685,1,17990.0
8460,38485,4,1912.0
8461,23628,6,89782.0
8462,32101,1,6291.0
8463,29844,1,16990.0
8464,4044,18,477137.0
8465,17508,16,145228.5
8467,2772,41,388889.0
8468,33589,1,5990.0
8469,31741,1,3990.0
8472,30805,1,21990.0
8473,35221,4,78100.0
8474,34549,10,133340.0
8476,24972,4,81854.0
8478,30445,1,39990.0
8479,1092,44,529205.06
8480,32557,1,799.0
8481,39877,2,37960.0
8483,29604,1,19990.0
8485,29436,2,37960.0
8486,30517,2,623.0
8487,34837,2,61160.0
8489,17220,3,31970.0
8490,29340,1,5592.0
8492,756,4,86509.0
8493,23796,7,73133.0
8495,31117,2,23960.0
8496,29628,2,6178.0
8497,27660,1,7990.0
8498,31357,4,29046.8
8499,34213,2,15562.0
8500,28716,9,214262.0
8503,26892,2,41980.0
8504,32629,2,41960.0
8507,31045,1,1290.0
8508,30517,1,3990.0
8511,15876,6,28068.0
8512,28236,1,22990.0
8514,30277,2,27160.0
8516,12708,14,699140.0
8517,28236,1,8990.0
8518,33709,2,7560.0
8521,25212,3,21620.0
8525,28308,4,97500.0
8526,28716,2,107830.5
8529,884,7,40980.0
8530,38653,2,15580.0
8532,33781,1,8190.0
8534,28332,14,455080.0
8535,29004,1,1990.0
8536,30829,3,50550.0
8538,29556,2,5360.0
8539,33661,9,114415.0
8540,31021,1,8990.0
8542,47437,1,3990.0
8543,29244,2,6560.0
8545,32365,1,999.0
8546,30757,4,25610.0
8548,30012,1,29990.0
8550,25380,4,12837.1
8551,27780,5,659224.0
8552,27636,5,99992.0
8553,36229,1,21990.0
8554,33013,1,16990.0
8555,12684,4,22176.0
8556,28980,3,80950.0
8557,30733,3,63850.0
8559,1620,98,3713390.42
8560,29220,2,24160.0
8563,27516,3,225233.84
8564,26988,4,97424.0
8565,35125,17,280355.0
8566,15972,10,86569.0
8568,28956,1,5990.0
8569,28716,2,75960.0
8571,16644,11,1178355.1
8573,33181,1,8990.0
8574,31741,3,32937.0
8575,21588,5,53350.0
8577,33133,6,326640.0
8579,41221,3,3381.0
8580,32629,3,14970.0
8581,28164,1,34990.0
8582,156,71,568330.5
8583,31861,1,9990.0
8584,29724,2,35583.4
8585,27516,2,33401.0
8586,30925,1,11590.0
8587,29172,2,623764.0
8591,29244,6,117400.0
8592,16020,10,680019.0
8593,33901,4,43627.0
8594,4651,16,534514.0
8595,34381,1,18990.0
8596,30565,3,198249.7
8597,33013,2,27960.0
8599,30709,1,14990.0
8600,35149,4,29846.0
8601,5005,4,147881.0
8602,31741,2,31960.0
8603,10044,4,132700.0
8604,29820,2,62760.0
8606,28764,1,2990.0
8607,7044,22,733219.1
8608,17916,10,202400.0
8609,27876,1,34990.0
8610,34741,1,1990.0
8611,28908,6,149229.0
8613,18948,3,24372.0
8616,31021,9,694890.0
8617,29580,4,193040.0
8618,26172,3,79950.0
8619,31717,1,2590.0
8620,33445,3,78190.0
8621,25068,5,16312.1
8622,29124,3,10368.0
8623,30901,4,100430.0
8624,29028,2,7478.0
8626,25716,3,3079.0
8627,25572,6,237590.0
8629,22980,15,921965.2
8631,1428,2,15389.0
8632,33661,4,83806.0
8634,32221,2,28760.0
8635,32245,1,3890.0
8636,30132,7,136892.0
8639,32149,1,16990.0
8641,34525,18,882402.0
8642,22740,10,81949.52
8643,28140,3,67710.0
8644,36517,5,15480.0
8645,1092,14,149283.28
8646,30397,3,64410.0
8651,33517,2,71960.0
8652,30685,6,274440.0
8653,30397,2,15560.0
8654,21732,18,503009.42
8655,33877,26,662396.0
8656,21924,11,196034.0
8658,28860,14,1581810.0
8659,19296,30,74918.2
8660,25380,7,60550.0
8661,34813,4,158900.0
8662,35413,1,799.2
8663,28716,1,18990.0
8666,33541,3,80910.0
8667,28788,5,313954.0
8670,32845,1,13990.0
8673,26988,1,2990.0
8676,2364,10,43937.0
8677,34453,1,11990.0
8679,31501,3,62954.0
8680,30853,1,17990.0
8684,33589,1,3990.0
8685,35893,3,67552.0
8686,33877,1,3990.0
8687,690,4,28487.0
8688,5158,13,214671.0
8689,33829,9,2235182.0
8690,552,35,1413844.48
8691,26268,11,469418.0
8692,132,13,287011.0
8693,33949,1,1890.0
8694,34909,12,520580.0
8695,31693,1,12990.0
8696,30349,22,522468.61
8697,25692,8,88421.1
8698,27660,36,3640007.16
8702,28860,3,107910.0
8704,30421,1,33990.0
8705,25524,6,10605.0
8707,31045,3,370617.0
8709,33781,1,121188.0
8710,30253,3,24070.0
8711,34165,2,37980.0
8712,25284,2,7280.0
8713,29748,1,16590.0
8714,29172,4,129700.0
8715,31789,7,239750.0
8716,29100,1,5490.0
8718,28212,1,34990.0
8719,34741,4,70240.0
8720,24636,13,168260.0
8722,108,7,60579.0
8723,33397,4,94505.87
8724,31501,9,226992.0
8729,21064,16,603038.1
8731,28740,2,59160.0
8733,26868,5,300320.0
8734,34405,2,27980.0
8739,35005,2,19532.0
8740,25788,3,27070.0
8741,33781,3,45950.0
8743,13932,6,140062.0
8744,28980,3,191910.0
8745,31165,1,7990.0
8748,30108,3,5334.0
8749,27372,4,45700.0
8751,27588,2,12980.0
8752,46645,1,6990.0
8754,32053,1,19990.0
8755,26916,1,9990.0
8757,33181,19,1332688.0
8758,32317,2,13580.0
8759,29964,4,93440.0
8760,28428,1,17990.0
8761,28956,5,72094.0
8763,27180,1,17990.0
8767,41317,1,16990.0
8768,7692,23,1154228.0
8770,28812,2,64960.0
8771,31237,1,3990.0
8772,34765,2,47960.0
8776,28956,2,19960.0
8777,32821,9,152150.0
8780,28740,1,39990.0
8781,33349,2,25960.0
8782,20423,23,667953.0
8784,23052,9,148714.0
8786,29964,3,34870.0
8787,23398,12,290656.5
8790,45613,1,990.0
8791,4491,3,9995.0
8792,34165,9,119843.0
8793,30373,1,31495.0
8794,25092,5,38009.2
8795,19044,50,2177516.5
8796,30901,2,81040.0
8797,28500,3,72870.0
8798,34021,14,328274.94
8799,15876,39,1318367.7
8801,17076,8,208923.0
8802,34189,1,29990.0
8805,29772,5,28782.0
8806,27900,3,16550.0
8807,27996,2,23460.0
8808,34525,2,22657.0
8809,30229,4,34512.0
8810,34405,1,16990.0
8812,29388,6,995218.2
8813,5460,14,83712.0
8814,28572,1,4990.0
8815,27252,1,639.2
8817,31573,2,33280.0
8819,36253,1,17490.0
8820,30757,2,20960.0
8821,28812,3,25014.0
8825,2148,6,7266.0
8827,27060,1,2990.0
8828,29628,11,1181390.0
8832,23444,6,69030.0
8833,34861,9,209670.0
8836,30397,3,110010.0
8837,33445,1,2990.0
8838,26076,8,110922.2
8839,32053,4,21496.0
8840,27204,6,92897.02
8845,27924,1,11990.0
8846,27540,2,87960.0
8849,28692,7,230890.0
8850,34093,1,5990.0
8852,31741,2,57960.0
8853,28308,1,3490.0
8854,29820,7,228328.0
8856,29508,1,6990.0
8857,28980,1,2040.0
8860,30733,3,13350.0
8861,41821,12,137637.0
8862,31813,4,79700.0
8864,29148,1,12990.0
8865,33781,2,16980.0
8866,24252,27,700873.2
8867,31573,3,20172.0
8869,9084,5,121890.0
8870,27468,5,101670.0
8871,26388,4,33000.0
8872,4740,7,161278.0
8874,47677,1,143517.6
8875,28260,2,47760.0
8876,30253,2,37560.0
8877,33085,3,84750.0
8879,132,27,96885.0
8880,29340,1,29990.0
8881,26556,4,65910.0
8882,2436,10,450536.0
8883,28980,1,28828.0
8884,29244,2,47960.0
8885,30829,1,24990.0
8886,34477,1,6990.0
8887,31237,3,14582.5
8888,6156,5,207339.0
8889,33853,1,16990.0
8892,27108,4,63440.0
8893,21386,4,47909.0
8896,30157,1,27990.0
8897,34501,1,5990.0
8898,30421,2,11673.0
8899,29652,1,1690.0
8900,31405,1,12990.0
8901,25428,9,175242.0
8903,32725,4,30400.0
8904,27948,3,57950.0
8905,31525,10,287147.7
8906,25188,5,68020.0
8908,31693,3,10770.0
8909,26676,5,78997.98
8910,28980,1,25990.0
8911,972,15,68050.0
8912,2052,95,1650159.84
8913,31357,2,37980.0
8914,32701,4,133840.0
8915,276,16,411902.2
8916,29772,2,23160.0
8917,32629,4,150159.99
8918,132,28,488102.46
8919,32701,2,32364.0
8920,25500,9,242326.0
8921,492,13,17295.02
8922,27348,2,54736.0
8923,27372,4,78960.0
8924,29964,2,78123.0
8926,27372,1,31990.0
8927,34813,17,3069167.8
8928,33589,1,29990.0
8930,14987,52,2383290.73
8931,25092,2,6910.0
8932,34813,15,837473.7
8933,26052,5,328865.9
8935,32101,6,144890.0
8936,15180,2,43280.0
8937,8820,21,335436.03
8938,25284,5,63944.0
8939,14796,4,309036.76
8940,33541,1,3990.0
8941,27684,1,629.1
8945,30301,5,253750.0
8947,32461,1,7990.0
8948,30853,1,9990.0
8950,33901,1,31440.0
8952,32821,1,7990.0
8953,28788,2,41960.0
8954,29940,12,13776.0
8956,30805,6,116802.0
8957,32245,1,2990.0
8958,21012,6,69920.0
8959,30949,1,17990.0
8960,31165,1,18990.0
8963,31525,5,64330.0
8964,27252,10,575480.0
8966,31093,2,20980.0
8967,19716,5,31930.0
8969,31525,1,19990.0
8970,31381,1,3990.0
8971,28788,1,14990.0
8973,30853,3,136110.0
8975,27084,2,31960.0
8976,33877,3,77950.0
8977,20100,2,21985.0
8978,23052,10,260880.0
8979,27468,4,36398.1
8981,32893,6,107080.0
8983,41941,2,16980.0
8984,29844,3,47950.0
8985,32389,1,51760.75
8986,31405,1,18990.0
8987,30517,3,98910.0
8988,33613,7,123738.0
8989,28740,1,6990.0
8990,32413,1,28990.0
8993,28860,2,23960.0
8996,28068,1,34990.0
8997,28836,6,251740.04
8998,29316,3,26374.0
8999,34933,1,24990.0
9001,24660,45,1595345.8
9002,4140,17,145200.0
9004,36925,3,10320.5
9007,25452,8,155332.0
9012,28692,2,30980.0
9013,31525,6,52238.0
9014,31501,14,58758.0
9017,31813,1,7990.0
9018,24708,6,59545.0
9019,28308,4,66900.0
9020,31429,1,4990.0
9022,31693,1,9990.0
9023,29148,1,33990.0
9024,30349,1,11590.0
9026,30445,1,24990.0
9027,28668,2,12890.0
9028,31981,5,113530.0
9030,33277,3,295768.0
9031,23196,4,58540.0
9034,31909,1,1990.0
9035,33613,6,165841.6
9036,30517,9,408210.0
9038,30949,1,12990.0
9039,34117,2,9780.0
9040,32677,1,29990.0
9042,28716,1,16990.0
9045,31909,2,27960.0
9046,42061,1,13990.0
9047,34045,1,27720.0
9049,34045,1,19990.0
9051,31861,1,25990.0
9053,37525,4,142240.0
9056,23292,3,46980.1
9058,32005,1,6990.0
9059,18636,14,1961027.2
9060,24996,4,73250.1
9064,28956,7,163750.0
9067,19884,11,911030.0
9068,29820,6,243840.0
9069,30733,3,429777.0
9070,30613,3,116910.0
9071,30997,3,51350.0
9072,26172,7,335939.0
9075,27996,1,25990.0
9077,33877,3,87810.0
9078,22140,14,41330.0
9082,28956,2,27980.0
9084,9252,2,3510.0
9086,36301,1,6090.0
9087,22308,6,32220.0
9089,6382,3,14958.0
9090,35869,1,25990.0
9092,33205,3,62750.0
9093,28812,2,139960.0
9094,33349,1,11990.0
9095,25980,12,31513.0
9096,15252,29,923850.0
9098,29508,5,123140.0
9099,29124,1,4590.0
9100,31501,6,171200.0
9102,1860,4,6576.0
9103,31789,1,9990.0
9104,32509,1,2490.0
9106,31165,2,33960.0
9107,33685,2,36760.0
9109,3259,4,44109.0
9112,33901,2,9349.0
9113,9420,5,12121.6
9114,30805,1,1190.0
9115,27780,1,1990.0
9116,28116,5,128845.75
9117,33853,3,23150.0
9120,31021,2,25560.0
9123,32509,7,422960.0
9124,20244,21,1031920.86
9126,26748,2,66980.0
9127,27108,2,41980.0
9132,34957,1,429.0
9133,32917,2,19960.0
9134,25332,2,1298.0
9137,33901,2,33560.0
9138,5076,9,187594.0
9140,28380,1,5990.0
9142,32029,2,16378.0
9146,33325,19,366731.0
9147,28716,1,39990.0
9148,32053,2,23960.0
9149,31981,8,221700.0
9151,21324,10,791486.0
9152,27780,14,488258.0
9155,30517,5,131630.0
9157,17316,4,29138.0
9160,30036,3,64970.0
9161,34621,1,4090.0
9162,33157,1,67090.0
9164,28068,4,98928.0
9165,29604,1,1290.0
9168,30685,4,57800.0
9170,33373,1,17990.0
9171,29676,1,8165.7
9172,27588,1,29990.0
9173,22428,13,202170.0
9174,34717,2,4980.0
9175,29724,1,7990.0
9176,29292,3,361719.0
9179,13395,3,48654.9
9180,30253,3,47950.0
9182,32605,3,8934.0
9184,34093,1,24990.0
9185,34741,1,27081.0
9187,27444,1,4390.0
9193,29580,5,45030.0
9194,31525,1,14990.0
9195,32725,1,60790.0
9198,35293,3,124110.0
9199,32269,1,5990.0
9200,28716,2,10178.0
9202,21444,10,32766.15
9203,19956,2,14280.0
9204,32317,5,242750.0
9205,31429,1,4990.0
9206,47101,5,63430.0
9208,28980,5,74712.0
9209,30661,7,178350.0
9210,31525,2,20980.0
9212,27444,7,1225061.55
9213,27804,1,1592.0
9214,29556,44,1596595.9
9215,31813,3,34410.0
9217,33973,2,13980.0
9218,108,30,204063.2
9219,43165,7,172599.0
9220,28092,4,85840.0
9221,17995,9,22775.2
9222,30205,1,12951.0
9223,3156,18,177992.2
9225,34957,2,27960.0
9226,30781,1,10990.0
9227,26796,1,3890.0
9229,29892,6,12829.0
9230,32893,1,5990.0
9231,2844,8,28245.0
9232,3756,18,806122.0
9233,29508,7,189183.0
9234,30469,1,22990.0
9235,34261,7,167330.0
9236,29508,4,177440.0
9237,44677,1,16990.0
9238,30733,1,27990.0
9239,31909,2,4580.0
9242,27036,2,23960.0
9243,3036,26,630673.1
9245,31477,15,1493250.0
9248,40405,1,3490.0
9249,26172,5,21850.0
9250,30829,1,13990.0
9252,28836,1,5990.0
9253,34141,1,52790.0
9254,30517,2,16960.0
9255,27660,3,29950.0
9256,29364,3,38371.0
9257,15948,10,617310.7
9258,29652,1,26890.0
9259,31861,9,684126.0
9260,15828,18,767188.0
9261,27852,1,21990.0
9263,30853,1,3990.0
9264,29628,4,111440.0
9265,33133,2,25560.0
9267,29436,1,599.0
9268,8580,9,114701.0
9269,31309,1,11990.0
9270,29556,1,2590.0
9271,29508,2,21980.0
9273,43573,1,24690.5
9274,32941,7,86218.0
9275,32125,2,69960.0
9279,27924,32,1065871.0
9280,27396,1,2990.0
9284,32701,6,241398.0
9285,29028,1,14392.0
9286,34357,2,71964.0
9289,22260,46,1573489.06
9290,30565,2,83960.0
9293,28356,1,1592.0
9295,34645,3,36550.0
9296,28572,16,223781.87
9297,28692,5,68928.0
9299,11052,3,20379.0
9302,27636,1,16990.0
9304,31237,1,4990.0
9305,29868,4,251852.0
9306,30589,2,55960.0
9308,26340,1,0.1
9309,33541,1,16990.0
9310,28956,1,9490.0
9312,27612,4,95988.0
9313,45469,2,7178.0
9315,30012,1,4990.0
9317,31285,1,1990.0
9319,27060,1,31990.0
9320,31357,2,31980.0
9321,31357,1,3990.0
9325,29532,8,79267.5
9327,29484,1,17471.0
9328,28404,6,70028.0
9329,27876,1,10490.0
9330,30036,4,98700.0
9332,31549,2,4458.0
9333,15348,6,140600.0
9334,324,83,724358.0
9336,29676,6,131060.0
9337,12788,13,93228.0
9338,29580,1,49990.0
9339,33109,2,59960.0
9340,15108,16,270492.0
9341,1428,19,610766.0
9342,24516,6,498276.2
9345,26124,2,1990.05
9347,32845,3,31950.0
9349,27732,14,339799.0
9350,22692,3,4680.0
9351,34021,39,2509904.0
9352,27156,1,24990.0
9354,31525,1,16990.0
9355,17076,2,11952.3
9357,34189,3,6590.0
9358,27060,1,31990.0
9359,30253,1,14990.0
9360,22932,4,26960.0
9362,25572,2,3580.0
9364,30949,1,26490.0
9365,38965,6,32864.0
9366,27444,7,144390.0
9367,28884,1,3490.0
9368,22308,5,44270.0
9369,33925,1,3790.0
9370,48613,1,22990.0
9371,35101,1,699.0
9372,28260,1,3590.0
9374,21276,4,124900.0
9375,32965,1,8990.0
9376,30325,1,15790.0
9377,10068,10,228089.0
9379,29556,3,127629.0
9381,27852,4,84802.0
9382,18948,4,66960.0
9384,28836,2,87160.0
9386,25596,3,5288.0
9388,30685,1,29990.0
9389,29820,3,61970.0
9391,27876,2,44760.0
9392,27012,1,499.0
9393,1092,29,147159.0
9395,33421,1,43190.0
9398,14772,7,29499.6
9400,32485,2,2196.0
9401,43957,1,3990.0
9402,34885,4,72382.0
9403,31861,1,9990.0
9404,31549,2,59980.0
9405,25116,8,32851.05
9406,34405,1,19990.0
9408,180,35,91825.0
9409,34597,1,18990.0
9410,20868,10,1401364.77
9411,30733,1,4990.0
9413,34429,5,73109.68
9414,35893,9,571590.0
9416,26652,12,458520.0
9417,21924,6,239460.0
9418,32533,2,11960.0
9419,34237,1,4990.0
9421,26604,2,7280.0
9422,29004,3,76710.0
9423,1260,50,414361.0
9424,18468,3,17760.0
9426,29484,4,243840.0
9429,3718,14,348574.0
9430,23076,2,12280.0
9431,29460,2,17980.0
9432,84,5,239485.8
9433,828,43,1733468.98
9435,29028,1,6990.0
9436,34045,7,129430.0
9437,2964,2,5241.0
9438,31525,1,12790.0
9439,31309,4,187084.0
9441,25164,6,141920.0
9442,29748,3,82269.0
9443,33493,1,17990.0
9446,16452,20,569801.0
9447,28860,5,182340.0
9448,30421,2,38480.0
9449,7750,10,124935.0
9450,1764,14,48073.0
9451,16788,47,2000581.2
9452,29820,1,5590.0
9453,33517,1,11990.0
9454,34477,1,49990.0
9456,29604,7,16338.0
9457,24996,3,19990.1
9458,108,11,21467.0
9460,34141,1,5990.0
9461,26724,1,58282.0
9463,32701,8,1172298.0
9465,24780,3,18680.1
9471,26772,2,7459.0
9472,31285,5,254250.0
9473,252,130,498402.06
9475,26868,10,259860.0
9476,46405,8,241272.0
9478,29172,1,999.0
9479,27204,1,1690.0
9480,25500,16,1442873.8
9481,46885,2,21960.0
9484,31429,1,3890.0
9485,30637,1,99690.0
9486,29556,4,7243.0
9487,28380,1,4790.0
9488,30253,1,9790.0
9490,28308,1,859.0
9494,29076,1,4990.0
9495,27060,7,26152.0
9496,25620,8,152979.0
9497,19116,8,292448.0
9500,41629,1,3490.0
9502,30949,2,2376.0
9503,25356,2,2289.0
9506,33853,1,4990.0
9507,8316,2,31989.0
9508,27540,1,3990.0
9509,132,34,89633.1
9511,30493,7,760914.98
9512,35029,1,10990.0
9514,30589,1,16990.0
9515,27324,2,13960.0
9516,27396,2,39980.0
9517,28284,6,80618.0
9518,33061,1,5391.0
9520,996,19,55357.0
9523,34333,1,9990.0
9524,23500,3,74756.0
9526,29004,3,14937.0
9527,28668,1,4990.0
9528,30084,1,9990.0
9529,29556,2,77960.0
9532,28356,3,40710.0
9533,29580,1,799.0
9534,17460,5,97190.0
9535,33517,5,89795.0
9538,27324,1,4990.0
9540,29220,1,4990.0
9541,27804,2,5178.0
9542,29052,3,33370.0
9544,28428,4,24469.0
9545,18924,15,447366.3
9546,1308,8,207836.0
9547,21420,7,59921.0
9548,28284,6,129000.0
9549,30012,3,20750.0
9550,26820,1,3432.0
9551,33949,5,218581.0
9552,15180,19,1289783.0
9555,32653,1,3990.0
9556,32221,2,63960.0
9557,32989,11,226510.0
9558,26820,4,117112.0
9559,33493,2,106360.0
9560,28020,2,34978.0
9561,839,4,6279.0
9562,27276,2,5980.0
9563,36613,5,61799.0
9564,28956,1,27990.0
9565,14150,3,91587.0
9566,47917,2,43960.0
9568,30108,5,230250.0
9569,33325,1,176826.32
9570,31813,2,22360.0
9573,13692,5,80603.0
9575,29580,1,26994.0
9576,27084,1,22490.0
9577,33037,1,6690.0
9578,17100,8,139770.1
9581,40333,6,144240.0
9582,26844,1,20561.0
9583,33805,1,8290.0
9584,33253,5,36878.0
9585,33397,3,56950.0
9586,34165,1,4290.0
9589,31213,2,11980.0
9592,27372,1,1990.0
9593,30733,1,579.0
9594,30925,1,69455.0
9595,30181,12,1019836.04
9596,20964,20,452130.8
9597,31597,1,4990.0
9599,2532,7,58117.0
9600,27300,1,7690.0
9604,8831,6,31321.0
9605,23628,4,45940.0
9606,28476,1,14690.0
9607,355,23,106210.0
9609,32365,5,66594.0
9610,16380,19,259575.8
9611,9477,2,25980.0
9613,30277,2,29980.0
9614,29244,12,236579.98
9617,29220,6,9024.0
9618,31789,4,193840.0
9619,45205,5,90250.0
9620,27828,5,52830.0
9622,28284,4,139920.0
9623,35101,1,196329.0
9627,27012,3,60970.0
9629,27804,5,434320.0
9630,27132,4,276107.0
9631,733,2,11489.0
9632,26244,4,46960.0
9635,35221,3,82950.0
9636,11916,17,788887.01
9639,33373,3,77910.0
9640,19404,7,89210.0
9641,33541,1,19990.0
9642,1092,9,247036.0
9643,27180,5,52110.0
9644,29772,2,9980.0
9646,30036,2,16980.0
9649,34429,3,29950.0
9650,28620,1,15963.0
9652,33277,2,57960.0
9654,28644,1,14990.0
9655,29364,4,63660.0
9656,27276,1,25590.0
9657,27348,2,79960.0
9659,26844,1,7990.0
9660,32725,9,194583.0
9662,1284,10,182504.0
9663,35101,3,46970.0
9664,34645,2,22560.0
9665,30132,6,6624.0
9666,32485,17,1392591.0
9667,30565,1,29990.0
9668,31669,1,17990.0
9669,33037,1,3290.0
9671,45637,1,14990.0
9672,16908,22,396458.1
9674,32725,4,61120.0
9675,41821,2,19960.0
9677,26604,24,3666305.9
9678,31669,5,214344.0
9679,31381,2,249480.0
9680,24948,25,1428886.94
9682,25740,9,309390.0
9683,15900,10,349316.7
9686,33517,13,209248.0
9687,28668,5,138742.0
9689,31333,3,138555.0
9690,12424,2,19880.0
9691,40309,12,324197.0
9692,27108,2,71960.0
9693,22215,6,19848.0
9695,21228,32,3099497.0
9696,31357,1,3990.0
9697,14388,2,21580.0
9698,24444,7,201122.1
9699,8163,21,1235170.1
9702,30805,11,876998.0
9703,48853,2,16360.0
9704,29292,1,19990.0
9705,31261,11,157725.5
9706,31189,2,5280.0
9707,33181,1,3790.0
9709,26868,3,87560.6
9710,24300,5,88630.0
9711,19620,3,10904.0
9713,31309,1,2490.0
9714,29964,1,17991.0
9715,33205,1,5592.0
9716,25068,3,57250.0
9717,28716,2,3394.0
9719,30517,3,146910.0
9721,24732,4,8569.0
9723,32413,10,289460.0
9725,33877,1,18990.0
9726,18108,12,315952.0
9728,26820,8,111267.98
9730,17820,6,66158.0
9731,30541,1,83990.0
9733,34261,16,1154784.0
9734,27012,2,1178.0
9735,24287,5,79730.0
9736,10572,5,27246.0
9737,45157,1,3990.0
9738,28380,9,133376.0
9739,33949,4,29476.0
9741,25524,2,7580.0
9745,27324,1,7990.0
9747,27804,2,28180.0
9748,29340,2,47960.0
9750,27036,4,61920.0
9751,602,14,468787.0
9752,26316,4,70789.28
9754,2412,40,192274.3
9755,26484,2,5880.0
9756,29508,1,35990.0
9758,46501,1,18990.0
9759,31069,1,8990.0
9760,17779,1,1990.0
9768,33973,1,19990.0
9770,31285,3,86910.0
9771,30925,1,3990.0
9772,28476,1,3490.0
9773,32389,1,1990.0
9774,34717,2,7760.0
9777,28116,9,108153.0
9778,33973,3,174672.0
9780,6693,14,58016.0
9781,29028,1,8990.0
9782,27132,1,6990.0
9785,30637,4,16312.0
9789,14028,5,79940.1
9791,32101,1,29990.0
9793,28620,2,69360.0
9794,25140,3,32153.0
9796,29940,1,17990.0
9797,25020,4,31960.2
9798,31213,7,9625.0
9799,29028,5,25930.0
9800,24252,17,270358.0
9801,24708,8,111442.1
9802,30469,2,45960.0
9803,26604,5,9599.0
9804,33925,1,1890.0
9805,30901,1,1490.0
9806,30541,7,203532.0
